,task_type,number_of_peoples,estimated_time_in_minutes
7249,2,1,10930
7250,1,1,14194
7251,4,9,8623
7252,2,10,749
7253,1,9,1264
7254,1,10,313
7255,2,9,1674
7256,2,1,7634
7257,4,6,8858
7258,4,7,1107
7259,3,10,686
7260,2,4,1099
7261,2,2,10860
7262,2,3,7111
7263,4,2,12297
7264,2,10,1489
7265,2,6,74
7266,1,8,174
7267,1,4,3126
7268,2,7,437
7269,4,6,10469
7270,4,4,5735
7271,2,10,710
7272,1,3,721
7273,4,2,25982
7274,2,10,595
7275,3,10,1146
7276,3,9,4744
7277,2,6,544
7278,3,5,3430
7279,2,3,5372
7280,4,6,2983
7281,4,9,305
7282,1,1,12158
7283,4,3,5294
7284,2,9,2561
7285,3,4,2918
7286,3,3,1735
7287,1,9,1328
7288,2,8,2840
7289,2,5,4853
7290,3,2,9804
7291,3,2,6504
7292,3,2,5540
7293,3,6,7455
7294,4,10,2437
7295,4,9,8359
7296,4,5,12864
7297,1,9,1415
7298,4,9,6924
7299,1,10,1615
7300,1,2,3674
7301,1,3,1248
7302,3,7,813
7303,3,10,2674
7304,3,2,19509
7305,3,1,44805
7306,3,8,192
7307,4,2,29291
7308,1,4,1011
7309,1,2,10662
7310,2,10,720
7311,3,10,1203
7312,1,10,616
7313,4,7,6602
7314,4,1,22748
7315,2,4,4046
7316,4,9,9252
7317,3,1,17730
7318,3,10,3459
7319,2,1,1185
7320,4,4,6037
7321,2,5,1865
7322,1,6,2145
7323,4,2,2258
7324,3,7,1914
7325,3,2,21185
7326,4,6,3277
7327,4,6,6104
7328,2,1,8106
7329,3,4,1319
7330,1,1,23838
7331,1,1,3718
7332,4,3,7059
7333,1,6,4477
7334,1,3,774
7335,3,2,928
7336,4,5,3090
7337,2,8,1945
7338,1,2,763
7339,4,8,427
7340,4,6,1358
7341,4,10,5547
7342,2,9,243
7343,2,7,1340
7344,2,10,2098
7345,3,9,4467
7346,1,7,2608
7347,3,2,18308
7348,2,5,133
7349,2,5,4142
7350,3,7,1496
7351,4,5,6766
7352,4,2,28281
7353,4,8,8136
7354,2,1,12390
7355,2,8,1981
7356,1,9,1648
7357,2,6,2559
7358,4,4,15297
7359,2,9,2058
7360,2,2,531
7361,2,5,589
7362,4,7,5640
7363,4,1,59058
7364,1,4,4322
7365,3,8,246
7366,1,8,847
7367,3,3,10972
7368,2,4,3781
7369,4,1,20839
7370,2,2,2636
7371,2,8,728
7372,1,3,463
7373,3,6,1329
7374,1,4,3270
7375,4,5,12494
7376,1,3,2090
7377,4,5,10625
7378,2,3,4979
7379,4,1,6821
7380,3,10,2913
7381,2,4,4159
7382,2,7,1186
7383,1,7,1801
7384,2,5,158
7385,1,10,1813
7386,3,6,881
7387,1,3,1326
7388,4,6,5918
7389,1,9,2324
7390,3,7,4085
7391,4,6,3133
7392,4,2,10746
7393,3,2,229
7394,1,7,2835
7395,4,9,5197
7396,4,3,9490
7397,2,10,832
7398,1,7,1114
7399,4,10,7909
7400,1,9,1727
7401,3,2,7717
7402,4,3,12533
7403,1,10,1492
7404,4,1,11701
7405,4,7,12407
7406,1,2,8724
7407,2,8,285
7408,3,10,229
7409,2,2,13278
7410,2,5,3071
7411,2,6,3993
7412,1,8,805
7413,2,10,152
7414,1,7,851
7415,2,1,1361
7416,4,5,3667
7417,2,5,6449
7418,1,3,6407
7419,1,8,2176
7420,2,5,1208
7421,4,6,4807
7422,1,2,8170
7423,1,2,2156
7424,2,1,14943
7425,2,1,6603
7426,3,9,380
7427,1,6,1161
7428,1,1,197
7429,4,10,7734
7430,4,10,6531
7431,3,5,766
7432,1,3,626
7433,2,1,28924
7434,4,10,1339
7435,3,1,27606
7436,1,6,1069
7437,4,1,73389
7438,1,4,690
7439,2,4,270
7440,1,4,5298
7441,3,2,12816
7442,4,3,17485
7443,4,1,12255
7444,2,4,7516
7445,4,10,2836
7446,1,5,217
7447,1,3,2401
7448,4,9,7410
7449,4,10,3394
7450,1,1,5039
7451,1,4,334
7452,1,6,2017
7453,1,10,191
7454,2,2,12718
7455,4,1,39011
7456,3,5,7107
7457,4,7,2372
7458,1,8,321
7459,2,6,4397
7460,2,4,3441
7461,1,2,8336
7462,2,4,1739
7463,2,3,7782
7464,4,6,7433
7465,4,9,9624
7466,1,7,3367
7467,4,2,10303
7468,3,9,184
7469,4,9,1239
7470,2,1,17648
7471,4,7,9671
7472,2,7,3464
7473,2,1,20383
7474,2,8,574
7475,2,6,3668
7476,2,9,1593
7477,4,8,3238
7478,3,3,12926
7479,4,2,9047
7480,3,8,3738
7481,2,10,574
7482,3,6,6768
7483,1,7,3093
7484,3,1,25633
7485,1,7,169
7486,3,5,1272
7487,3,6,5024
7488,3,8,503
7489,1,7,3077
7490,4,1,8134
7491,2,7,1080
7492,3,5,4929
7493,4,5,11108
7494,2,3,6765
7495,3,5,3289
7496,3,10,1021
7497,4,4,26083
7498,1,6,1088
7499,4,6,888
7500,4,6,8432
7501,4,3,19061
7502,1,8,947
7503,1,5,2260
7504,1,7,1041
7505,2,8,376
7506,1,7,1611
7507,4,4,2343
7508,4,3,1102
7509,2,2,2173
7510,3,4,573
7511,4,7,10863
7512,4,3,11197
7513,1,8,386
7514,1,8,2824
7515,3,9,2240
7516,4,7,10939
7517,3,8,269
7518,1,6,1130
7519,4,3,2302
7520,3,9,233
7521,3,7,387
7522,3,7,1625
7523,1,6,2877
7524,1,6,1998
7525,4,4,12188
7526,4,2,27231
7527,1,10,645
7528,3,5,1632
7529,4,6,2879
7530,4,9,2071
7531,1,2,3008
7532,2,1,1804
7533,1,9,897
7534,1,2,941
7535,3,4,450
7536,4,7,7307
7537,1,9,1468
7538,2,2,1658
7539,1,9,355
7540,2,8,206
7541,2,2,4091
7542,2,10,863
7543,1,1,15764
7544,3,6,4927
7545,3,7,2650
7546,1,5,1179
7547,4,4,19187
7548,3,10,1012
7549,4,9,9918
7550,4,10,6029
7551,3,4,6844
7552,2,4,4595
7553,3,6,2931
7554,3,1,5186
7555,2,4,6336
7556,1,8,2282
7557,4,2,281
7558,3,3,4974
7559,4,8,1527
7560,4,5,3263
7561,1,9,1767
7562,2,3,11037
7563,2,9,492
7564,1,1,5530
7565,3,10,2884
7566,3,8,3750
7567,3,6,6758
7568,2,8,1053
7569,1,2,6134
7570,1,2,8442
7571,3,3,3481
7572,2,1,12799
7573,1,6,2202
7574,2,9,2048
7575,2,3,6099
7576,3,3,597
7577,3,9,2890
7578,3,7,570
7579,4,6,175
7580,1,9,169
7581,1,8,173
7582,2,1,18665
7583,4,8,3341
7584,1,6,454
7585,1,4,729
7586,1,2,2357
7587,1,10,1331
7588,4,9,4595
7589,4,10,1986
7590,3,9,946
7591,2,4,1228
7592,3,3,756
7593,3,8,304
7594,1,5,4618
7595,1,8,1934
7596,2,4,5150
7597,2,2,5226
7598,2,8,733
7599,2,7,2991
7600,2,10,2278
7601,3,1,33111
7602,3,1,36863
7603,2,4,2796
7604,3,9,3169
7605,1,2,208
7606,1,8,2043
7607,4,5,5670
7608,4,10,2263
7609,4,5,4849
7610,2,2,12438
7611,2,7,3865
7612,3,7,5449
7613,3,5,2419
7614,4,6,11058
7615,2,6,1400
7616,2,9,1205
7617,1,2,4567
7618,1,2,6921
7619,4,1,17485
7620,3,10,5079
7621,4,4,18438
7622,2,5,3041
7623,2,4,1588
7624,2,5,1660
7625,2,10,378
7626,4,1,24931
7627,3,10,3481
7628,2,10,1986
7629,1,4,3675
7630,2,2,6608
7631,2,10,1984
7632,1,6,2059
7633,2,1,8985
7634,4,9,7443
7635,3,2,19174
7636,3,4,4703
7637,3,9,721
7638,2,5,570
7639,3,4,9786
7640,3,8,3277
7641,1,2,6500
7642,4,1,1156
7643,4,3,5893
7644,2,3,1840
7645,1,6,434
7646,3,5,9242
7647,3,3,11257
7648,4,2,4425
7649,2,4,5882
7650,3,4,1080
7651,3,9,3445
7652,3,4,7749
7653,3,10,3420
7654,4,1,6898
7655,1,4,3608
7656,4,6,2396
7657,2,4,4162
7658,1,5,3507
7659,4,6,12571
7660,3,1,8114
7661,3,1,8729
7662,2,3,6657
7663,4,1,46575
7664,2,9,1161
7665,2,1,5456
7666,2,10,707
7667,1,4,4010
7668,1,6,211
7669,4,3,6844
7670,3,7,5731
7671,1,3,585
7672,4,7,3419
7673,4,2,1421
7674,4,7,6790
7675,4,5,193
7676,4,6,280
7677,2,2,2216
7678,1,9,205
7679,4,5,3728
7680,4,3,6960
7681,3,4,1143
7682,2,5,7163
7683,2,2,4352
7684,4,6,2375
7685,3,10,2221
7686,2,2,8220
7687,3,4,2686
7688,4,3,22358
7689,1,9,580
7690,3,3,10334
7691,3,1,10017
7692,1,8,1452
7693,3,9,3317
7694,4,4,13404
7695,2,6,1612
7696,3,5,2839
7697,1,2,1575
7698,1,10,2294
7699,3,7,5044
7700,2,2,16355
7701,2,7,3601
7702,2,3,4517
7703,4,2,32104
7704,1,5,712
7705,4,2,22802
7706,3,4,1827
7707,1,4,4369
7708,2,2,1213
7709,3,9,699
7710,2,9,1659
7711,4,9,515
7712,1,2,2105
7713,4,1,58742
7714,3,9,5560
7715,3,3,3691
7716,3,7,1855
7717,1,1,14491
7718,1,9,1368
7719,1,3,875
7720,4,9,459
7721,2,6,1487
7722,1,4,2001
7723,1,8,723
7724,3,7,4108
7725,2,3,6837
7726,4,9,241
7727,2,2,3267
7728,3,10,3612
7729,3,8,773
7730,3,6,6162
7731,3,5,5639
7732,4,8,5546
7733,3,7,2993
7734,1,9,1806
7735,4,5,4929
7736,1,10,1097
7737,4,3,28414
7738,3,3,8452
7739,3,9,3295
7740,3,4,6949
7741,3,4,3344
7742,1,5,909
7743,4,2,20900
7744,2,8,1095
7745,4,9,3319
7746,4,10,7880
7747,3,5,4537
7748,4,2,29516
7749,2,6,2916
7750,3,8,1519
7751,4,8,10169
7752,1,2,1249
7753,4,3,15719
7754,4,4,12832
7755,1,7,538
7756,4,9,8203
7757,2,1,27129
7758,2,8,2760
7759,3,6,8018
7760,4,2,31287
7761,3,10,1857
7762,3,1,29196
7763,1,5,1525
7764,2,8,903
7765,3,10,190
7766,2,7,3455
7767,4,4,20512
7768,4,8,2806
7769,2,8,3624
7770,1,8,349
7771,2,5,4033
7772,1,10,92
7773,2,9,796
7774,3,8,1264
7775,1,1,10662
7776,2,3,1195
7777,4,10,4245
7778,1,5,4119
7779,4,7,3318
7780,4,5,569
7781,4,5,2490
7782,1,3,4278
7783,3,3,14272
7784,4,3,2058
7785,2,8,1103
7786,1,6,767
7787,1,5,797
7788,3,10,799
7789,1,1,5927
7790,1,2,2999
7791,2,6,2312
7792,3,10,614
7793,2,7,1191
7794,4,8,2210
7795,2,4,372
7796,4,4,4075
7797,2,10,823
7798,3,8,2975
7799,4,5,10334
7800,3,8,581
7801,2,7,2875
7802,4,1,40337
7803,3,1,9912
7804,1,6,92
7805,4,6,7086
7806,1,10,921
7807,4,7,8471
7808,1,7,2014
7809,3,8,283
7810,4,6,780
7811,2,5,3174
7812,2,7,1028
7813,2,6,354
7814,3,2,3428
7815,2,4,7516
7816,1,9,1259
7817,3,8,2771
7818,2,9,2080
7819,1,9,230
7820,3,9,697
7821,2,3,1334
7822,4,3,24751
7823,4,5,12242
7824,2,9,837
7825,4,6,4033
7826,1,4,656
7827,1,7,182
7828,2,3,6233
7829,1,3,2568
7830,4,4,9318
7831,2,9,2590
7832,2,9,265
7833,3,6,499
7834,1,3,3537
7835,3,5,794
7836,3,2,21719
7837,4,3,15788
7838,3,10,2231
7839,4,9,10473
7840,1,4,2074
7841,4,4,13576
7842,4,7,7527
7843,4,10,6618
7844,4,3,20391
7845,1,4,4938
7846,4,2,3290
7847,1,10,235
7848,1,5,254
7849,2,4,3516
7850,3,5,5892
7851,1,7,1957
7852,2,8,2033
7853,1,2,2925
7854,1,10,610
7855,3,7,5702
7856,3,1,13160
7857,1,2,7269
7858,2,9,1738
7859,4,7,1242
7860,2,6,3985
7861,1,6,2160
7862,3,3,2423
7863,2,9,385
7864,1,10,1735
7865,2,5,6356
7866,3,4,3966
7867,2,6,5024
7868,1,3,4702
7869,1,10,245
7870,2,1,20197
7871,4,4,20113
7872,2,1,7369
7873,3,10,3590
7874,3,5,7521
7875,2,7,588
7876,4,10,5133
7877,1,1,3816
7878,4,1,5663
7879,4,1,10682
7880,2,7,1018
7881,2,8,266
7882,2,4,2536
7883,4,8,3291
7884,3,7,544
7885,2,8,2875
7886,3,3,297
7887,3,7,205
7888,3,1,13896
7889,3,4,311
7890,4,4,10300
7891,1,3,1365
7892,3,8,2339
7893,2,7,3645
7894,4,6,11417
7895,1,2,8349
7896,1,5,646
7897,1,4,1157
7898,1,7,544
7899,1,6,937
7900,3,7,171
7901,4,10,7123
7902,3,4,626
7903,2,7,2705
7904,2,4,468
7905,4,8,544
7906,3,2,13796
7907,3,1,27547
7908,1,5,433
7909,1,2,509
7910,3,8,229
7911,1,10,1754
7912,4,7,5595
7913,3,3,2628
7914,2,2,2829
7915,4,2,25091
7916,1,1,701
7917,1,5,2133
7918,3,7,898
7919,2,4,695
7920,4,6,7926
7921,4,3,4882
7922,2,6,3374
7923,4,5,1516
7924,4,3,15023
7925,4,8,2062
7926,3,2,4719
7927,4,10,2109
7928,3,3,3662
7929,1,1,1611
7930,4,5,7908
7931,3,6,4503
7932,2,1,2723
7933,3,1,19702
7934,2,3,2202
7935,1,5,3541
7936,1,7,1463
7937,4,8,10304
7938,3,4,11034
7939,3,10,1056
7940,2,1,200
7941,4,7,1478
7942,3,4,4856
7943,1,8,245
7944,2,8,2758
7945,2,2,1268
7946,4,10,10040
7947,1,9,1205
7948,3,9,1131
7949,4,1,22613
7950,2,4,2053
7951,1,9,1903
7952,3,8,5255
7953,1,8,2147
7954,2,5,465
7955,1,9,329
7956,3,7,225
7957,1,4,761
7958,1,7,2091
7959,2,5,779
7960,2,4,1369
7961,2,1,29138
7962,3,8,3461
7963,2,8,2430
7964,1,3,3646
7965,1,1,15496
7966,4,10,2306
7967,1,3,3785
7968,2,1,26714
7969,2,9,917
7970,4,5,11170
7971,3,1,7075
7972,2,3,6194
7973,4,7,7028
7974,1,5,1265
7975,1,10,133
7976,4,6,856
7977,4,4,15155
7978,1,3,4280
7979,3,1,6695
7980,4,8,3950
7981,1,2,3419
7982,3,5,3470
7983,4,9,8320
7984,1,2,12044
7985,1,9,2023
7986,2,8,1285
7987,3,1,9328
7988,3,4,6699
7989,3,3,8530
7990,1,10,294
7991,1,6,1003
7992,3,10,3426
7993,3,1,1231
7994,3,6,1540
7995,3,1,19816
7996,1,3,4363
7997,3,5,648
7998,4,9,4733
7999,4,4,13278
8000,3,5,7830
8001,2,9,3010
8002,4,8,2250
8003,2,3,2801
8004,3,1,26728
8005,4,1,55861
8006,1,1,2118
8007,4,5,9194
8008,4,5,16260
8009,2,3,3317
8010,3,7,4835
8011,1,2,4688
8012,1,5,124
8013,3,7,7323
8014,3,10,1300
8015,2,10,358
8016,2,9,287
8017,3,8,3757
8018,1,7,1502
8019,3,2,491
8020,4,4,6697
8021,3,7,1924
8022,3,8,1933
8023,4,3,11450
8024,3,8,1469
8025,1,4,1562
8026,3,4,3642
8027,4,8,3995
8028,4,6,7100
8029,2,9,3002
8030,3,3,3488
8031,3,8,4059
8032,3,6,7416
8033,2,2,1739
8034,3,4,5777
8035,2,4,3928
8036,4,8,5598
8037,3,1,16009
8038,1,5,3908
8039,2,5,3965
8040,1,1,17985
8041,3,6,330
8042,3,1,640
8043,2,2,11302
8044,1,3,5259
8045,1,4,363
8046,3,6,2021
8047,1,6,2340
8048,3,6,7435
8049,2,4,219
8050,1,5,3838
8051,1,10,1986
8052,1,3,3778
8053,4,3,15988
8054,3,5,4791
8055,4,1,81805
8056,4,1,4088
8057,2,2,3457
8058,2,6,3400
8059,4,7,10061
8060,1,8,1041
8061,3,6,1959
8062,1,5,575
8063,3,8,1516
8064,1,10,271
8065,3,3,7294
8066,4,2,36967
8067,4,5,2643
8068,3,9,490
8069,2,9,1135
8070,3,7,4830
8071,1,9,1638
8072,2,6,186
8073,1,8,696
8074,4,9,3033
8075,4,3,2629
8076,1,6,1158
8077,1,9,2739
8078,3,4,3223
8079,4,4,11754
8080,4,6,4944
8081,1,4,631
8082,3,4,323
8083,4,2,15414
8084,3,2,5632
8085,1,10,1355
8086,1,4,3126
8087,2,2,9129
8088,3,5,4062
8089,2,2,9928
8090,3,9,3855
8091,4,9,1393
8092,4,2,34075
8093,3,3,2019
8094,3,6,2326
8095,3,6,6667
8096,4,6,15075
8097,2,4,3430
8098,3,7,582
8099,1,10,1484
8100,2,9,430
8101,2,7,1160
8102,3,9,2637
8103,3,5,3811
8104,3,8,2683
8105,4,7,3729
8106,2,1,8026
8107,1,1,13623
8108,2,1,2920
8109,3,3,6621
8110,4,8,7184
8111,4,8,2228
8112,4,9,2480
8113,3,2,17071
8114,1,9,657
8115,1,7,2428
8116,3,5,8751
8117,3,1,7677
8118,4,7,3217
8119,3,8,429
8120,4,8,3645
8121,3,7,217
8122,1,7,2471
8123,4,7,3485
8124,4,10,432
8125,3,6,574
8126,2,2,11242
8127,3,6,1995
8128,1,10,2165
8129,4,8,1947
8130,3,6,7002
8131,4,1,53720
8132,1,6,3094
8133,4,10,7884
8134,4,5,3939
8135,2,2,3865
8136,3,1,1205
8137,1,5,4660
8138,1,7,196
8139,4,1,64564
8140,3,7,379
8141,2,2,830
8142,2,6,3715
8143,2,9,3229
8144,1,1,12641
8145,2,4,1437
8146,4,2,26214
8147,4,1,9448
8148,3,8,1461
8149,1,7,1489
8150,2,2,1073
8151,3,8,314
8152,4,1,25980
8153,4,7,2845
8154,4,2,9566
8155,1,3,6752
8156,3,5,187
8157,1,5,1499
8158,4,10,10434
8159,3,9,1942
8160,3,8,194
8161,4,10,2892
8162,2,3,784
8163,3,6,2672
8164,3,3,6607
8165,3,7,1755
8166,4,7,5366
8167,1,9,1666
8168,2,4,771
8169,3,4,6351
8170,2,9,1861
8171,4,6,7258
8172,1,9,697
8173,1,4,2633
8174,4,1,22937
8175,2,5,4037
8176,4,4,3810
8177,3,5,6036
8178,3,5,499
8179,4,4,3550
8180,2,3,7895
8181,1,2,11674
8182,4,9,3239
8183,1,9,328
8184,2,2,8688
8185,4,5,3358
8186,3,3,476
8187,4,2,40138
8188,4,6,8094
8189,1,6,1262
8190,2,6,3995
8191,4,6,10019
8192,1,5,3625
8193,3,5,898
8194,4,9,148
8195,3,2,2570
8196,3,1,11839
8197,2,1,31680
8198,1,2,576
8199,4,7,11612
8200,1,2,4174
8201,3,2,2373
8202,1,10,1593
8203,1,2,6532
8204,1,8,1647
8205,3,5,4332
8206,3,5,3496
8207,3,8,4603
8208,4,9,6348
8209,4,5,146
8210,3,5,10164
8211,3,4,4809
8212,4,5,3659
8213,2,6,793
8214,1,4,4214
8215,1,5,379
8216,3,2,17850
8217,3,1,35061
8218,1,10,1812
8219,2,8,2676
8220,4,1,9067
8221,4,1,41489
8222,1,9,1204
8223,3,7,1744
8224,4,6,7618
8225,4,9,4839
8226,3,8,4712
8227,2,5,1383
8228,4,7,8502
8229,1,10,477
8230,3,3,8960
8231,2,8,3105
8232,2,2,1796
8233,2,4,761
8234,2,9,171
8235,4,4,18231
8236,3,10,532
8237,2,3,2738
8238,2,9,926
8239,3,9,3001
8240,1,2,454
8241,3,3,15969
8242,2,10,2015
8243,3,10,1144
8244,4,8,9932
8245,3,2,18472
8246,4,1,33892
8247,1,6,3390
8248,1,7,972
8249,3,1,159
8250,2,8,1102
8251,3,5,1091
8252,4,3,1162
8253,1,7,1085
8254,3,4,1165
8255,2,6,1934
8256,4,9,5702
8257,4,6,6912
8258,1,10,408
8259,3,5,995
8260,2,9,415
8261,2,2,2190
8262,2,4,4482
8263,4,7,5665
8264,2,10,294
8265,2,6,3681
8266,1,2,1787
8267,1,8,1205
8268,2,4,1207
8269,1,2,1570
8270,4,10,962
8271,4,3,23512
8272,3,8,1203
8273,4,4,8730
8274,3,10,532
8275,1,9,1745
8276,4,5,12405
8277,3,1,11386
8278,1,8,729
8279,2,10,729
8280,2,5,5064
8281,2,9,2685
8282,1,1,17384
8283,1,1,1569
8284,4,8,11079
8285,1,10,2642
8286,3,3,6878
8287,4,4,15519
8288,4,2,1004
8289,4,8,6337
8290,1,10,345
8291,3,2,6418
8292,1,4,3431
8293,3,10,2914
8294,2,9,1593
8295,1,2,5975
8296,3,2,6522
8297,3,9,3570
8298,1,2,1941
8299,1,6,329
8300,2,5,3708
8301,2,8,3082
8302,3,9,174
8303,2,2,537
8304,2,9,563
8305,3,4,2441
8306,3,6,2164
8307,3,3,4187
8308,2,6,3411
8309,1,1,11659
8310,2,8,1134
8311,1,8,2261
8312,1,9,1789
8313,2,7,207
8314,2,8,653
8315,1,6,2956
8316,1,8,2061
8317,1,10,1521
8318,1,7,815
8319,4,7,6198
8320,2,3,8953
8321,4,2,29956
8322,2,9,1737
8323,3,4,7851
8324,4,2,47039
8325,3,6,1717
8326,4,4,6491
8327,2,5,1777
8328,4,6,9512
8329,2,1,5615
8330,1,9,707
8331,1,1,453
8332,3,7,605
8333,4,1,51809
8334,1,1,14653
8335,3,5,4744
8336,2,5,1203
8337,4,3,3552
8338,2,3,1339
8339,1,1,11820
8340,1,10,585
8341,4,5,16456
8342,3,1,28566
8343,3,4,3066
8344,4,9,5128
8345,2,7,649
8346,1,8,319
8347,2,4,2208
8348,2,2,13597
8349,1,3,2108
8350,4,7,3551
8351,3,10,1628
8352,4,1,24526
8353,4,6,11566
8354,1,7,960
8355,1,3,4393
8356,2,10,799
8357,3,6,1956
8358,3,7,3575
8359,2,9,76
8360,3,4,8032
8361,1,7,2345
8362,2,8,3033
8363,1,7,500
8364,3,10,4393
8365,1,1,1683
8366,3,2,6085
8367,1,6,349
8368,3,3,1420
8369,1,10,1552
8370,2,3,3435
8371,4,4,10308
8372,1,9,1170
8373,4,10,622
8374,4,1,45544
8375,3,3,6998
8376,1,7,1489
8377,2,3,6701
8378,4,6,3819
8379,1,2,5695
8380,1,3,6977
8381,4,10,1810
8382,4,1,1317
8383,4,8,7167
8384,3,8,4223
8385,4,2,9808
8386,2,2,2682
8387,3,10,3023
8388,1,10,250
8389,2,6,1393
8390,3,10,996
8391,2,2,9760
8392,3,8,873
8393,1,6,1008
8394,2,2,7207
8395,3,6,1835
8396,3,1,8071
8397,3,7,433
8398,2,5,558
8399,2,3,611
8400,1,1,5915
8401,2,5,2507
8402,4,6,5789
8403,3,1,30120
8404,4,9,2686
8405,1,4,6286
8406,3,1,2749
8407,1,6,3681
8408,4,6,594
8409,4,2,13341
8410,2,3,2566
8411,4,3,29058
8412,1,7,3241
8413,2,8,3501
8414,3,1,26308
8415,1,5,5095
8416,3,10,4475
8417,1,10,1116
8418,1,3,7123
8419,4,9,5856
8420,2,8,590
8421,3,5,4130
8422,4,7,8520
8423,3,4,4420
8424,3,10,2391
8425,2,10,1677
8426,4,3,16516
8427,3,10,2047
8428,4,9,7604
8429,3,1,31661
8430,1,1,13708
8431,1,9,361
8432,3,5,307
8433,4,10,2883
8434,3,4,2348
8435,2,2,14080
8436,1,9,1331
8437,1,2,2859
8438,4,2,9752
8439,3,4,8341
8440,3,3,11079
8441,4,9,1088
8442,3,8,671
8443,4,6,3842
8444,4,2,28799
8445,1,7,2391
8446,3,2,6044
8447,3,3,556
8448,2,8,2536
8449,3,2,14552
8450,1,7,2785
8451,2,10,1774
8452,3,2,14346
8453,3,1,19406
8454,4,3,12589
8455,4,5,2696
8456,2,2,361
8457,2,10,620
8458,1,7,2347
8459,1,1,5345
8460,2,3,2628
8461,2,6,3554
8462,2,7,354
8463,2,7,113
8464,1,1,12943
8465,3,5,5073
8466,4,9,2498
8467,3,9,4001
8468,4,4,12537
8469,1,4,1489
8470,1,1,15689
8471,3,1,20782
8472,4,5,4411
8473,2,2,10664
8474,3,9,2175
8475,2,10,1913
8476,4,7,6594
8477,1,7,2374
8478,2,2,2015
8479,2,8,3275
8480,4,2,24971
8481,3,8,588
8482,1,6,494
8483,2,8,1896
8484,3,8,5649
8485,2,4,5186
8486,3,4,1594
8487,3,4,7373
8488,4,7,5690
8489,1,7,2287
8490,3,2,5673
8491,2,7,261
8492,2,3,7379
8493,2,7,1118
8494,2,7,606
8495,2,1,7903
8496,1,9,1042
8497,2,3,5094
8498,3,4,528
8499,3,3,8547
8500,4,8,6693
8501,3,8,1214
8502,2,9,2948
8503,3,7,498
8504,3,5,7805
8505,4,10,626
8506,2,5,1821
8507,4,5,3300
8508,1,2,1822
8509,1,10,630
8510,1,7,599
8511,4,10,5107
8512,3,5,1976
8513,4,6,109
8514,1,9,690
8515,2,4,5472
8516,4,5,5668
8517,3,7,311
8518,3,4,10754
8519,4,9,769
8520,2,7,2719
8521,4,4,1521
8522,4,7,1406
8523,4,10,7840
8524,2,9,488
8525,3,5,4839
8526,1,3,5104
8527,4,1,17169
8528,3,5,6534
8529,3,7,6544
8530,1,2,4745
8531,4,10,3652
8532,4,9,4150
8533,2,10,1859
8534,1,5,3646
8535,1,4,1589
8536,1,7,685
8537,1,6,2319
8538,1,5,996
8539,2,7,982
8540,4,4,786
8541,2,8,309
8542,4,6,3566
8543,2,3,1055
8544,4,5,11036
8545,1,2,2420
8546,3,5,1294
8547,3,5,1106
8548,1,8,1629
8549,4,6,11349
8550,3,6,8717
8551,2,9,2476
8552,4,5,5110
8553,2,2,3058
8554,3,7,5882
8555,2,7,220
8556,1,6,1612
8557,3,6,4118
8558,3,2,744
8559,1,6,885
8560,2,7,3085
8561,4,1,3376
8562,3,8,2990
8563,2,8,3112
8564,2,4,4599
8565,1,10,265
8566,3,2,3999
8567,1,2,2729
8568,2,3,5873
8569,4,10,745
8570,2,1,19659
8571,2,7,132
8572,1,6,506
8573,4,4,1293
8574,1,2,2438
8575,4,3,15627
8576,4,9,5615
8577,2,8,1027
8578,4,3,19153
8579,2,4,4223
8580,3,2,3944
8581,1,1,15526
8582,4,1,3103
8583,4,3,1868
8584,4,2,26818
8585,4,4,2836
8586,1,9,1696
8587,2,9,2186
8588,1,7,277
8589,3,10,1732
8590,1,6,339
8591,2,7,3416
8592,1,1,1236
8593,4,3,23087
8594,2,10,2082
8595,4,9,5349
8596,3,5,5534
8597,3,9,3109
8598,3,1,4843
8599,3,3,7894
8600,3,4,3210
8601,1,9,1946
8602,1,3,4462
8603,3,9,3131
8604,4,9,5094
8605,4,8,739
8606,2,2,4895
8607,2,8,2473
8608,4,8,7933
8609,3,3,2400
8610,3,2,4545
8611,3,2,5348
8612,3,4,7287
8613,2,9,187
8614,1,9,385
8615,1,6,2465
8616,1,9,667
8617,2,1,11131
8618,1,9,348
8619,2,5,3640
8620,2,5,3091
8621,1,10,625
8622,1,3,687
8623,3,8,1670
8624,1,10,1210
8625,1,1,2306
8626,4,8,2945
8627,4,1,15437
8628,3,10,3301
8629,2,7,4618
8630,2,4,2062
8631,3,7,1162
8632,1,1,5933
8633,1,10,583
8634,1,3,2757
8635,4,1,31527
8636,1,8,1824
8637,3,8,2242
8638,4,9,668
8639,1,7,1034
8640,3,7,621
8641,3,9,1077
8642,3,3,14273
8643,3,5,2841
8644,4,6,1403
8645,1,7,1740
8646,1,1,758
8647,1,9,481
8648,3,1,10475
8649,4,4,5007
8650,3,5,849
8651,2,10,765
8652,2,8,2126
8653,3,9,2514
8654,4,6,9541
8655,4,1,74601
8656,1,2,1208
8657,4,10,6094
8658,3,4,3030
8659,1,7,246
8660,4,5,4916
8661,3,10,3411
8662,2,1,8131
8663,3,7,2205
8664,3,4,8403
8665,2,10,1120
8666,1,2,2924
8667,1,9,566
8668,4,2,50918
8669,2,2,4737
8670,3,9,2898
8671,4,2,7989
8672,1,10,1417
8673,4,5,12057
8674,1,8,395
8675,2,6,839
